query,gold_score,label_source,source
"Build a framework for estimating the revenue impact of a pricing change on a SaaS product, separating elasticity effects from seasonality and cohort drift.",7,claude,authored_v6
"Design a risk model for a lending platform that incorporates default correlation across sectors, and explain the limitations of using historical default rates alone.",8,claude,authored_v6
"Analyze the macroeconomic transmission channel through which an interest-rate hike reduces inflation, and identify where the model breaks for supply-side inflation shocks.",7,claude,authored_v6
"Design a cost-allocation model for a shared infrastructure team that serves multiple product lines, and justify the choice between activity-based costing and time-based allocations.",6,claude,authored_v6
"Explain how a market-maker quotes bid-ask spreads under inventory risk, and derive how the spread widens as volatility increases.",7,claude,authored_v6
"Design a framework to detect fraudulent merchant transactions using graph-based features, and compare it against a purely transactional supervised model.",7,claude,authored_v6
"Analyze how a carbon tax affects the unit economics of a manufacturing supply chain, and model the pass-through to final consumer prices.",6,claude,authored_v6
"Design an experiment to measure the long-term revenue effect of a recommendation algorithm change, and discuss the biases that make long-term measurement hard.",7,claude,authored_v6
"Explain how CRISPR-Cas9 achieves sequence-specific DNA editing, and analyze the off-target risks that limit its clinical deployment.",5,claude,authored_v6
"Derive the relationship between the Planck distribution and the Stefan-Boltzmann law, and explain the physics of the ultraviolet catastrophe that quantum theory resolved.",7,claude,authored_v6
"Design a study to determine whether a candidate drug reduces disease progression, addressing confounding, placebo effects, and statistical power in the protocol.",7,claude,authored_v6
"Explain how quantum entanglement enables quantum key distribution, and analyze why decoherence fundamentally limits long-distance QKD networks.",6,claude,authored_v6
"Describe the mechanisms of antibiotic resistance transfer in bacterial populations, and model why resistance emerges so rapidly under selective pressure.",6,claude,authored_v6
"Explain the difference between a vaccine's efficacy in a controlled trial and its effectiveness in the real world, and list the biases that explain the gap.",5,claude,authored_v6
"Derive the heat equation from conservation of energy and Fourier's law, and discuss the numerical stability constraints of the explicit finite-difference method.",7,claude,authored_v6
"Explain how gravitational lensing is used to detect exoplanets and dark matter, and analyze the observational biases in the technique.",6,claude,authored_v6
"Design a sensor-fusion system that combines an IMU and GPS for a drone's position estimation, and explain how a Kalman filter handles their complementary error profiles.",7,claude,authored_v6
Analyze why RNA is far less stable than DNA and how this instability is exploited both biologically and in mRNA vaccine design.,5,claude,authored_v6
"Design a consistent-hashing scheme that supports weighted keys and minimal rebalancing when nodes are added or removed, and analyze its load-balancing guarantees.",7,claude,authored_v6
"Explain the engineering tradeoffs between B-trees, LSM-trees, and skip lists for a key-value store, and design a write-optimized store for a time-series workload.",7,claude,authored_v6
Design a real-time deduplication pipeline for a stream of a million events per second that must guarantee at-most-once semantics with bounded memory.,8,claude,authored_v6
"Explain how the Burrows-Wheeler transform enables efficient full-text search and compression, and analyze the space-time tradeoffs of FM-index queries.",7,claude,authored_v6
"Design a distributed approximate nearest-neighbor search system that returns results within 100ms p99 at 10 billion vectors, and justify your index and sharding choices.",9,claude,authored_v6
Analyze the correctness and performance of optimistic concurrency control versus two-phase locking for a database with high read and low write contention.,6,claude,authored_v6
Design an algorithm to detect plagiarism across a large corpus of code submissions that is robust to identifier renaming and comment removal.,7,claude,authored_v6
"Explain the difference between eventual and strong consistency in distributed storage, and design a system that provides read-your-writes consistency with minimal latency.",7,claude,authored_v6
Design a scheduling algorithm for a fleet of heterogeneous GPU servers processing LLM inference requests that maximizes throughput while respecting per-tenant latency SLAs.,8,claude,authored_v6
Analyze the computational complexity of the traveling salesman problem and design a heuristic that gives provably bounded suboptimality for metric instances.,8,claude,authored_v6
Design a global real-time chat platform that must deliver messages with sub-100ms p99 latency across continents while remaining available during regional outages.,9,claude,authored_v6
"Design a payment system that guarantees exactly-once processing of a debit at high throughput, and explain how idempotency keys and double-entry ledgers prevent double-charges.",7,claude,authored_v6
Design a system to serve personalized news feeds to 100 million users that mixes real-time breaking news with stale-ranked editorial content.,8,claude,authored_v6
"Design a multi-tenant LLM inference gateway that must enforce per-tenant budget, latency, and concurrency limits while maximizing GPU utilization.",8,claude,authored_v6
Design an analytics platform that ingests 10TB of event data per day and supports sub-second interactive queries over arbitrary dimensions.,8,claude,authored_v6
