query,difficulty_score
"Design an index structure (e.g. R-tree or GiST) supporting efficient range queries over multi-dimensional spatial data, with a worst-case query complexity analysis.",7
Design a database recovery protocol for a system using both a primary-key B-tree and secondary LSM-based indexes that must remain mutually consistent after a crash.,8
Design a work-stealing scheduler for a user-level thread runtime and prove its expected makespan bound relative to the optimal parallel schedule.,9
"Explain how RCU (read-copy-update) achieves wait-free reads in the Linux kernel, and analyze the trade-off with grace-period-based memory reclamation latency.",7
Design a memory allocator with per-CPU caching (like tcmalloc) and analyze fragmentation versus contention trade-offs under high concurrency.,9
Prove that Peterson's algorithm for mutual exclusion between two processes satisfies mutual exclusion and starvation-freedom under sequential consistency.,8
Design a wait-free concurrent queue implementation and prove why it satisfies linearizability using a formal linearization point argument.,9
"Explain how the Linux CFS scheduler's red-black-tree-based virtual runtime model approximates fair share scheduling, and derive its scheduling latency bound.",7
Design a formal relaxed memory consistency model and prove that a specific compiler reordering optimization remains safe under it.,9
Design a NUMA-aware thread and memory placement strategy for a latency-sensitive in-memory database and quantify expected cross-socket access penalties.,9
Prove the impossibility of implementing a wait-free consensus object using only atomic read/write registers for more than two processes (consensus number argument).,9
Design a formally verified microkernel IPC mechanism (seL4-style) and explain what properties the functional correctness proof guarantees about isolation.,8
"Derive the Black-Scholes PDE from the assumption of a self-financing replicating portfolio and no-arbitrage, and explain the role of the Feynman-Kac theorem in its solution.",9
"Design a mean-variance portfolio optimization system that incorporates transaction costs and turnover constraints, and derive the resulting quadratic program.",9
Derive the pricing formula for an American put option under the binomial model and explain why no closed-form solution exists analogous to Black-Scholes.,7
"Design a market-making algorithm that manages inventory risk using an Avellaneda-Stoikov style optimal quoting model, and derive the reservation price formula.",9
"Explain how the Heston stochastic volatility model captures the volatility smile, and derive its characteristic function used for Fourier-based option pricing.",8
"Design a statistical arbitrage strategy using cointegration testing (Johansen test) between a basket of assets, and derive the mean-reversion half-life from an Ornstein-Uhlenbeck fit.",8
"Derive the Kelly criterion for optimal bet sizing under a known edge and variance, and explain why fractional Kelly is used in practice to manage model uncertainty.",8
"Design a value-at-risk and expected shortfall estimation system using historical simulation versus a GARCH-filtered approach, and explain their coverage failure differences under fat tails.",8
"Prove that under the risk-neutral measure, discounted asset prices are martingales, and use this to derive the fundamental theorem of asset pricing's no-arbitrage condition.",8
"Design a limit order book simulation incorporating queue priority and adverse selection, and derive an estimator for the effective bid-ask spread's information component (Glosten-Milgrom style).",9
Design a hybrid logical clock scheme that combines physical and logical timestamps for causal ordering across a multi-datacenter deployment.,8
